Surface Profile             
x       y           
[m]     [m]         
0  3.4362814e-006            
9.9997238e-008  3.4359128e-006            
1.9999448e-007  3.4358629e-006            
2.9999172e-007  3.435604e-006            
3.9998895e-007  3.4354204e-006            
4.9998619e-007  3.4356679e-006            
5.9998343e-007  3.4357574e-006            
6.9998067e-007  3.4356953e-006            
7.9997791e-007  3.4358615e-006            
8.9997515e-007  3.4358948e-006            
9.9997238e-007  3.4359037e-006            
1.0999696e-006  3.4359933e-006            
1.1999669e-006  3.4359061e-006            
1.2999641e-006  3.4358759e-006            
1.3999613e-006  3.4357662e-006            
1.4999586e-006  3.4354376e-006            
1.5999558e-006  3.4351392e-006            
1.6999531e-006  3.4347556e-006            
1.7999503e-006  3.4344235e-006            
1.8999475e-006  3.4341582e-006            
1.9999448e-006  3.4339697e-006            
2.099942e-006  3.4337362e-006            
2.1999392e-006  3.4333319e-006            
2.2999365e-006  3.4331432e-006            
2.3999337e-006  3.4329338e-006            
2.499931e-006  3.4327067e-006            
2.5999282e-006  3.4327189e-006            
2.6999254e-006  3.4324647e-006            
2.7999227e-006  3.4324356e-006            
2.8999199e-006  3.4322487e-006            
2.9999172e-006  3.4321386e-006            
3.0999144e-006  3.4320956e-006            
3.1999116e-006  3.4317255e-006            
3.2999089e-006  3.4311413e-006            
3.3999061e-006  3.4309873e-006            
3.4999033e-006  3.4306511e-006            
3.5999006e-006  3.4303774e-006            
3.6998978e-006  3.4300399e-006            
3.7998951e-006  3.4298871e-006            
3.8998923e-006  3.4294095e-006            
3.9998895e-006  3.4288488e-006            
4.0998868e-006  3.4285958e-006            
4.199884e-006  3.4281576e-006            
4.2998813e-006  3.4277814e-006            
4.3998785e-006  3.4274722e-006            
4.4998757e-006  3.4271031e-006            
4.599873e-006  3.4266703e-006            
4.6998702e-006  3.4261748e-006            
4.7998674e-006  3.4260036e-006            
4.8998647e-006  3.425533e-006            
4.9998619e-006  3.4251349e-006            
5.0998592e-006  3.4249486e-006            
5.1998564e-006  3.4243465e-006            
5.2998536e-006  3.424336e-006            
5.3998509e-006  3.4240451e-006            
5.4998481e-006  3.4237025e-006            
5.5998454e-006  3.4235541e-006            
5.6998426e-006  3.4229602e-006            
5.7998398e-006  3.4227914e-006            
5.8998371e-006  3.4224261e-006            
5.9998343e-006  3.4218517e-006            
6.0998315e-006  3.4215806e-006            
6.1998288e-006  3.4208717e-006            
6.299826e-006  3.4206141e-006            
6.3998233e-006  3.4204528e-006            
6.4998205e-006  3.4201259e-006            
6.5998177e-006  3.419743e-006            
6.699815e-006  3.4195499e-006            
6.7998122e-006  3.4190341e-006            
6.8998095e-006  3.4185599e-006            
6.9998067e-006  3.4182608e-006            
7.0998039e-006  3.4177612e-006            
7.1998012e-006  3.4173115e-006            
7.2997984e-006  3.4167968e-006            
7.3997956e-006  3.4163538e-006            
7.4997929e-006  3.4161225e-006            
7.5997901e-006  3.4157289e-006            
7.6997874e-006  3.415546e-006            
7.7997846e-006  3.4150692e-006            
7.8997818e-006  3.4146692e-006            
7.9997791e-006  3.4146089e-006            
8.0997763e-006  3.4141292e-006            
8.1997735e-006  3.4138446e-006            
8.2997708e-006  3.413635e-006            
8.399768e-006  3.4132397e-006            
8.4997653e-006  3.4129013e-006            
8.5997625e-006  3.4124946e-006            
8.6997597e-006  3.4121446e-006            
8.799757e-006  3.4117266e-006            
8.8997542e-006  3.4112387e-006            
8.9997515e-006  3.4111896e-006            
9.0997487e-006  3.410442e-006            
9.1997459e-006  3.4101144e-006            
9.2997432e-006  3.4097218e-006            
9.3997404e-006  3.4092581e-006            
9.4997376e-006  3.40885e-006            
9.5997349e-006  3.4083759e-006            
9.6997321e-006  3.4079663e-006            
9.7997294e-006  3.4075027e-006            
9.8997266e-006  3.4071164e-006            
9.9997238e-006  3.4068136e-006            
1.0099721e-005  3.4064663e-006            
1.0199718e-005  3.406193e-006            
1.0299716e-005  3.4057334e-006            
1.0399713e-005  3.4054569e-006            
1.049971e-005  3.4048567e-006            
1.0599707e-005  3.4045572e-006            
1.0699705e-005  3.4041895e-006            
1.0799702e-005  3.4036198e-006            
1.0899699e-005  3.4032293e-006            
1.0999696e-005  3.4026511e-006            
1.1099693e-005  3.4023945e-006            
1.1199691e-005  3.401963e-006            
1.1299688e-005  3.4015988e-006            
1.1399685e-005  3.4013012e-006            
1.1499682e-005  3.4008118e-006            
1.159968e-005  3.4003774e-006            
1.1699677e-005  3.3998792e-006            
1.1799674e-005  3.3993221e-006            
1.1899671e-005  3.3993493e-006            
1.1999669e-005  3.39883e-006            
1.2099666e-005  3.3983736e-006            
1.2199663e-005  3.3979925e-006            
1.229966e-005  3.3976945e-006            
1.2399658e-005  3.397354e-006            
1.2499655e-005  3.3970922e-006            
1.2599652e-005  3.396779e-006            
1.2699649e-005  3.3964068e-006            
1.2799647e-005  3.3961003e-006            
1.2899644e-005  3.3956094e-006            
1.2999641e-005  3.3951883e-006            
1.3099638e-005  3.3951028e-006            
1.3199635e-005  3.3945966e-006            
1.3299633e-005  3.3945405e-006            
1.339963e-005  3.3940566e-006            
1.3499627e-005  3.3936349e-006            
1.3599624e-005  3.393542e-006            
1.3699622e-005  3.3928993e-006            
1.3799619e-005  3.3928385e-006            
1.3899616e-005  3.3924968e-006            
1.3999613e-005  3.3921143e-006            
1.4099611e-005  3.3920753e-006            
1.4199608e-005  3.391749e-006            
1.4299605e-005  3.3916237e-006            
1.4399602e-005  3.3911908e-006            
1.44996e-005  3.3908173e-006            
1.4599597e-005  3.3906351e-006            
1.4699594e-005  3.3902628e-006            
1.4799591e-005  3.3900672e-006            
1.4899589e-005  3.3895402e-006            
1.4999586e-005  3.3890526e-006            
1.5099583e-005  3.3886173e-006            
1.519958e-005  3.3882438e-006            
1.5299577e-005  3.3879366e-006            
1.5399575e-005  3.3875693e-006            
1.5499572e-005  3.3871398e-006            
1.5599569e-005  3.3866528e-006            
1.5699566e-005  3.3862467e-006            
1.5799564e-005  3.3860645e-006            
1.5899561e-005  3.385736e-006            
1.5999558e-005  3.385511e-006            
1.6099555e-005  3.3852672e-006            
1.6199553e-005  3.3851286e-006            
1.629955e-005  3.3849655e-006            
1.6399547e-005  3.3847687e-006            
1.6499544e-005  3.3845313e-006            
1.6599542e-005  3.3842496e-006            
1.6699539e-005  3.3840499e-006            
1.6799536e-005  3.3839333e-006            
1.6899533e-005  3.383642e-006            
1.6999531e-005  3.3834209e-006            
1.7099528e-005  3.3831472e-006            
1.7199525e-005  3.3828224e-006            
1.7299522e-005  3.3825796e-006            
1.7399519e-005  3.3824294e-006            
1.7499517e-005  3.3822511e-006            
1.7599514e-005  3.3819188e-006            
1.7699511e-005  3.3818169e-006            
1.7799508e-005  3.3817045e-006            
1.7899506e-005  3.3817043e-006            
1.7999503e-005  3.3815589e-006            
1.80995e-005  3.381384e-006            
1.8199497e-005  3.3813052e-006            
1.8299495e-005  3.3811949e-006            
1.8399492e-005  3.3810449e-006            
1.8499489e-005  3.3809745e-006            
1.8599486e-005  3.3807238e-006            
1.8699484e-005  3.3805351e-006            
1.8799481e-005  3.3802819e-006            
1.8899478e-005  3.3800882e-006            
1.8999475e-005  3.3797032e-006            
1.9099473e-005  3.379382e-006            
1.919947e-005  3.3791395e-006            
1.9299467e-005  3.3789865e-006            
1.9399464e-005  3.378675e-006            
1.9499461e-005  3.3784589e-006            
1.9599459e-005  3.3783486e-006            
1.9699456e-005  3.3782205e-006            
1.9799453e-005  3.3780716e-006            
1.989945e-005  3.3779011e-006            
1.9999448e-005  3.3778377e-006            
2.0099445e-005  3.3776317e-006            
2.0199442e-005  3.3776607e-006            
2.0299439e-005  3.3775499e-006            
2.0399437e-005  3.3775426e-006            
2.0499434e-005  3.3773828e-006            
2.0599431e-005  3.3773143e-006            
2.0699428e-005  3.3773358e-006            
2.0799426e-005  3.3770587e-006            
2.0899423e-005  3.3769783e-006            
2.099942e-005  3.3768496e-006            
2.1099417e-005  3.376544e-006            
2.1199415e-005  3.3763197e-006            
2.1299412e-005  3.3761941e-006            
2.1399409e-005  3.3761783e-006            
2.1499406e-005  3.3760225e-006            
2.1599403e-005  3.3759769e-006            
2.1699401e-005  3.3759199e-006            
2.1799398e-005  3.3758495e-006            
2.1899395e-005  3.3758918e-006            
2.1999392e-005  3.375795e-006            
2.209939e-005  3.3758099e-006            
2.2199387e-005  3.3756917e-006            
2.2299384e-005  3.3756976e-006            
2.2399381e-005  3.3759673e-006            
2.2499379e-005  3.3758699e-006            
2.2599376e-005  3.376026e-006            
2.2699373e-005  3.3761897e-006            
2.279937e-005  3.3762219e-006            
2.2899368e-005  3.3764884e-006            
2.2999365e-005  3.3764736e-006            
2.3099362e-005  3.3764083e-006            
2.3199359e-005  3.3764176e-006            
2.3299357e-005  3.3762508e-006            
2.3399354e-005  3.376163e-006            
2.3499351e-005  3.3761679e-006            
2.3599348e-005  3.3758942e-006            
2.3699346e-005  3.3761062e-006            
2.3799343e-005  3.3760622e-006            
2.389934e-005  3.3760037e-006            
2.3999337e-005  3.3760628e-006            
2.4099334e-005  3.3761184e-006            
2.4199332e-005  3.3760419e-006            
2.4299329e-005  3.3762119e-006            
2.4399326e-005  3.3762529e-006            
2.4499323e-005  3.3764067e-006            
2.4599321e-005  3.3762879e-006            
2.4699318e-005  3.3763916e-006            
2.4799315e-005  3.3764673e-006            
2.4899312e-005  3.376375e-006            
2.499931e-005  3.3762296e-006            
2.5099307e-005  3.376283e-006            
2.5199304e-005  3.3761549e-006            
2.5299301e-005  3.375961e-006            
2.5399299e-005  3.3757043e-006            
2.5499296e-005  3.3753946e-006            
2.5599293e-005  3.3754273e-006            
2.569929e-005  3.3753135e-006            
2.5799288e-005  3.3750508e-006            
2.5899285e-005  3.3750296e-006            
2.5999282e-005  3.3750158e-006            
2.6099279e-005  3.3750126e-006            
2.6199276e-005  3.3750221e-006            
2.6299274e-005  3.3752984e-006            
2.6399271e-005  3.3753325e-006            
2.6499268e-005  3.3752332e-006            
2.6599265e-005  3.3755064e-006            
2.6699263e-005  3.3755243e-006            
2.679926e-005  3.3755227e-006            
2.6899257e-005  3.3757557e-006            
2.6999254e-005  3.3757177e-006            
2.7099252e-005  3.375652e-006            
2.7199249e-005  3.375695e-006            
2.7299246e-005  3.3758587e-006            
2.7399243e-005  3.3758943e-006            
2.7499241e-005  3.375927e-006            
2.7599238e-005  3.3760907e-006            
2.7699235e-005  3.3762654e-006            
2.7799232e-005  3.3764487e-006            
2.789923e-005  3.3765106e-006            
2.7999227e-005  3.3767003e-006            
2.8099224e-005  3.3768912e-006            
2.8199221e-005  3.3770721e-006            
2.8299218e-005  3.3772285e-006            
2.8399216e-005  3.3773442e-006            
2.8499213e-005  3.3771505e-006            
2.859921e-005  3.3772695e-006            
2.8699207e-005  3.3770741e-006            
2.8799205e-005  3.3769328e-006            
2.8899202e-005  3.3768551e-006            
2.8999199e-005  3.3765943e-006            
2.9099196e-005  3.3764096e-006            
2.9199194e-005  3.3763199e-006            
2.9299191e-005  3.3762142e-006            
2.9399188e-005  3.3761034e-006            
2.9499185e-005  3.3761277e-006            
2.9599183e-005  3.3761734e-006            
2.969918e-005  3.3762438e-006            
2.9799177e-005  3.3764664e-006            
2.9899174e-005  3.3767111e-006            
2.9999172e-005  3.3767105e-006            
3.0099169e-005  3.3768307e-006            
3.0199166e-005  3.3770723e-006            
3.0299163e-005  3.3771736e-006            
