Surface Profile             
x       y           
[m]     [m]         
0  1.8625208e-009            
1.9442284e-007  2.3543323e-009            
3.8884568e-007  2.5434098e-009            
5.8326853e-007  2.6682316e-009            
7.7769137e-007  2.666159e-009            
9.7211421e-007  2.6222412e-009            
1.1665371e-006  2.5117455e-009            
1.3609599e-006  2.8161126e-009            
1.5553827e-006  2.7912335e-009            
1.7498056e-006  2.8953543e-009            
1.9442284e-006  3.0036379e-009            
2.1386513e-006  3.1171911e-009            
2.3330741e-006  3.097956e-009            
2.5274969e-006  3.0667246e-009            
2.7219198e-006  3.1545671e-009            
2.9163426e-006  2.9863163e-009            
3.1107655e-006  3.0668746e-009            
3.3051883e-006  3.1546288e-009            
3.4996112e-006  3.2431131e-009            
3.694034e-006  3.1978063e-009            
3.8884568e-006  3.1384236e-009            
4.0828797e-006  3.0669441e-009            
4.2773025e-006  3.112725e-009            
4.4717254e-006  3.0242994e-009            
4.6661482e-006  3.0496244e-009            
4.860571e-006  2.9376172e-009            
5.0549939e-006  2.9374945e-009            
5.2494167e-006  2.8002074e-009            
5.4438396e-006  2.7772414e-009            
5.6382624e-006  2.6212307e-009            
5.8326853e-006  2.7109468e-009            
6.0271081e-006  2.5442919e-009            
6.2215309e-006  2.4907981e-009            
6.4159538e-006  2.5560116e-009            
6.6103766e-006  2.3577311e-009            
6.8047995e-006  2.2695716e-009            
6.9992223e-006  2.1767252e-009            
7.1936452e-006  2.0849144e-009            
7.388068e-006  2.1274671e-009            
7.5824908e-006  2.0567521e-009            
7.7769137e-006  2.124009e-009            
7.9713365e-006  2.080386e-009            
8.1657594e-006  2.1757396e-009            
8.3601822e-006  2.1596677e-009            
8.554605e-006  2.1534209e-009            
8.7490279e-006  2.2855562e-009            
8.9434507e-006  2.3032181e-009            
9.1378736e-006  2.4534489e-009            
9.3322964e-006  2.3587811e-009            
9.5267193e-006  2.3973731e-009            
9.7211421e-006  2.4573372e-009            
9.9155649e-006  2.5444244e-009            
1.0109988e-005  2.7884806e-009            
1.0304411e-005  2.9351783e-009            
1.0498833e-005  3.1000171e-009            
1.0693256e-005  3.151295e-009            
1.0887679e-005  3.2099203e-009            
1.1082102e-005  3.4032996e-009            
1.1276525e-005  3.4759775e-009            
1.1470948e-005  3.670726e-009            
1.1665371e-005  3.6047413e-009            
1.1859793e-005  3.6512865e-009            
1.2054216e-005  3.6959738e-009            
1.2248639e-005  3.61907e-009            
1.2443062e-005  3.6827241e-009            
1.2637485e-005  3.901846e-009            
1.2831908e-005  4.0254308e-009            
1.302633e-005  4.1707912e-009            
1.3220753e-005  4.33311e-009            
1.3415176e-005  4.5052237e-009            
1.3609599e-005  4.4252001e-009            
1.3804022e-005  4.5926149e-009            
1.3998445e-005  4.6349918e-009            
1.4192867e-005  4.6708164e-009            
1.438729e-005  4.8266155e-009            
1.4581713e-005  4.7208882e-009            
